69	847	1	47	0.7
70	873	1	73	0.71
71	899	1	99	0.72
72	925	1	25	0.73
73	951	1	51	0.74
74	977	1	77	0.75
75	1	2	2	0.76
76	105	12	16	0.77
77	132	9	40	0.78
78	159	8	66	0.79
79	186	7	92	0.8
80	213	6	18	0.81
81	240	3	42	0.82
82	267	2	68	0.83
83	294	1	94	0.84
84	321	2	22	0.85
85	348	1	48	0.86
86	375	2	76	0.87
87	402	19	20	0.88
88	429	16	44	0.89
89	456	15	70	0.9
90	55	18	72	0.91
91	510	15	24	0.92
92	537	10	46	0.93
93	564	11	74	0.94
94	591	6	96	0.95
95	618	9	26	0.96
96	645	6	50	0.97
97	672	27	98	0.98
98	699	2	0	0.99
99	726	27	52	1
0	73	1	73	0.01
1	98	1	98	0.02
2	123	1	23	0.03
3	148	1	48	0.04
4	173	2	74	0.05
5	198	2	99	0.06
6	223	2	24	0.07
7	248	2	49	0.08
8	273	3	75	0.09
9	298	3	0	0.1
10	323	3	25	0.11
11	348	3	50	0.12
12	373	4	76	0.13
13	398	4	1	0.14
14	423	4	26	0.15
15	448	4	51	0.16
16	473	5	77	0.17
17	498	5	2	0.18
18	523	5	27	0.19
19	548	5	52	0.2
20	573	6	78	0.21
21	598	6	3	0.22
22	623	6	28	0.23
23	648	6	53	0.24
24	673	7	79	0.25
25	698	7	4	0.26
26	723	7	29	0.27
27	748	7	54	0.28
28	773	8	80	0.29
29	798	8	5	0.3
30	823	8	30	0.31
31	848	8	55	0.32
32	873	9	81	0.33
33	898	9	6	0.34
34	923	9	31	0.35
35	948	9	56	0.36
36	973	10	82	0.37
37	998	10	7	0.38
38	61	1	61	0.39
39	87	1	87	0.4
40	113	1	13	0.41
41	139	1	39	0.42
42	165	1	65	0.43
43	191	1	91	0.44
44	217	1	17	0.45
45	243	1	43	0.46
46	269	1	69	0.47
47	295	1	95	0.48
48	321	1	21	0.49
49	347	1	47	0.5
50	12	1	12	0.51
51	399	10	8	0.52
52	425	8	32	0.53
53	451	7	57	0.54
54	477	7	83	0.55
55	503	7	9	0.56
56	529	5	33	0.57
57	555	4	58	0.58
58	581	4	84	0.59
59	607	4	10	0.6
60	633	2	34	0.61
61	659	1	59	0.62
62	685	1	85	0.63
63	711	1	11	0.64
64	737	1	37	0.65
65	763	1	63	0.66
66	789	1	89	0.67
67	815	1	15	0.68
68	841	1	41	0.69
69	867	1	67	0.7
70	893	1	93	0.71
71	919	1	19	0.72
72	945	1	45	0.73
73	971	1	71	0.74
74	997	1	97	0.75
75	1	14	14	0.76
76	125	11	35	0.77
77	152	9	60	0.78
78	179	8	86	0.79
79	206	11	16	0.8
80	233	4	36	0.81
81	260	3	62	0.82
82	287	2	88	0.83
83	314	5	18	0.84
84	341	2	42	0.85
85	368	1	68	0.86
86	395	2	96	0.87
87	422	1	22	0.88
88	449	16	64	0.89
89	476	15	90	0.9
90	55	12	66	0.91
91	530	9	38	0.92
92	557	14	70	0.93
93	584	9	92	0.94
94	611	10	20	0.95
95	638	3	40	0.96
96	665	8	72	0.97
97	692	3	94	0.98
98	719	26	44	0.99
99	746	1	46	1
0	86	1	86	0.01
1	111	1	11	0.02
2	136	1	36	0.03
3	161	1	61	0.04
4	186	2	87	0.05
5	211	2	12	0.06
6	236	2	37	0.07
7	261	2	62	0.08
8	286	3	88	0.09
9	311	3	13	0.1
10	336	3	38	0.11
11	361	3	63	0.12
12	386	4	89	0.13
13	411	4	14	0.14
14	436	4	39	0.15
15	461	4	64	0.16
16	486	5	90	0.17
17	511	5	15	0.18
18	536	5	40	0.19
19	561	5	65	0.2
20	586	6	91	0.21
21	611	6	16	0.22
22	636	6	41	0.23
23	661	6	66	0.24
24	686	7	92	0.25
25	711	7	17	0.26
26	736	7	42	0.27
27	761	7	67	0.28
28	786	8	93	0.29
29	811	8	18	0.3
30	836	8	43	0.31
31	861	8	68	0.32
32	886	9	94	0.33
33	911	9	19	0.34
34	936	9	44	0.35
35	961	9	69	0.36
36	986	10	95	0.37
37	48	1	48	0.38
38	74	1	74	0.39
39	100	1	0	0.4
40	126	1	26	0.41
41	152	1	52	0.42
42	178	1	78	0.43
43	204	1	4	0.44
44	230	1	30	0.45
45	256	1	56	0.46
46	282	1	82	0.47
47	308	1	8	0.48
48	334	1	34	0.49
49	360	1	60	0.5
50	12	9	20	0.51
51	412	10	21	0.52
52	438	8	45	0.53
53	464	7	70	0.54
54	490	7	96	0.55
55	516	7	22	0.56
56	542	5	46	0.57
57	568	4	71	0.58
58	594	4	97	0.59
59	620	4	23	0.6
60	646	2	47	0.61
61	672	1	72	0.62
62	698	1	98	0.63
63	724	1	24	0.64
64	750	1	50	0.65
65	776	1	76	0.66
66	802	1	2	0.67
67	828	1	28	0.68
68	854	1	54	0.69
69	880	1	80	0.7
70	906	1	6	0.71
71	932	1	32	0.72
72	958	1	58	0.73
73	984	1	84	0.74
74	84	2	85	0.75
75	1	1	1	0.76
76	138	12	49	0.77
77	165	9	73	0.78
78	192	8	99	0.79
79	219	7	25	0.8
80	246	6	51	0.81
81	273	3	75	0.82
82	300	4	3	0.83
83	327	1	27	0.84
84	354	2	55	0.85
85	381	1	81	0.86
86	408	2	9	0.87
87	435	1	35	0.88
88	462	16	77	0.89
89	489	17	5	0.9
90	55	3	57	0.91
91	543	11	53	0.92
92	570	10	79	0.93
93	597	11	7	0.94
94	624	6	29	0.95
95	651	9	59	0.96
96	678	6	83	0.97
97	705	6	10	0.98
98	732	2	33	0.99
99	759	73	31	1
